Page_Visits,Time_Spent,Demo_Requested,Trial_Signups,Emails_Clicked,Webinar_Attendance,Feature_Usage,Support_Interactions,Industry_Score,Company_Size,Revenue_Potential,Account_Creation_Days,Bounce_Rate,Device_Type,Referrals,Login_Frequency,Days_Active,Onboarding_Completion,Guided_Tour_Completion,Integration_Attempts,Content_Engagement,Customizations_Made
28,148,1,0,8,1,2,8,2.3285855687609427,238,241349.70383749987,92,28.215558403613926,2,6,17,18,1,1,2,9,7
23,23,1,1,0,0,13,10,4.920017294320828,382,78536.2427927987,71,23.3251691266392,1,5,12,9,0,1,5,16,3
37,22,0,0,6,1,16,3,3.1023528374470475,155,356404.7358496647,171,73.4073531005878,1,7,25,6,1,0,4,12,6
32,261,1,0,9,1,15,5,1.8176359776119422,240,747651.8245649778,24,3.0775178259160096,1,6,24,27,1,1,0,15,3
33,82,1,0,6,0,10,5,5.041328419184383,136,550690.5446947946,167,61.74627479132213,2,3,17,4,0,1,0,8,0
1,179,1,0,3,0,14,5,3.2280979344785035,407,816793.3695743474,68,76.06613420236064,1,2,10,15,0,0,0,3,0
19,198,0,1,8,1,10,1,2.5810764317341475,362,959592.147609234,128,48.07234564689732,1,2,28,5,0,1,5,15,0
2,117,0,0,10,0,14,6,4.639854174403808,381,792662.476751617,93,93.15649800079184,1,3,25,26,1,0,4,10,1
44,118,1,1,4,1,9,5,1.3328425808217315,369,603803.0788437534,44,70.78806952365353,2,8,18,5,1,1,5,6,5
26,226,1,1,3,1,14,10,9.277457330754073,64,493341.5880523805,133,74.79236513114172,1,8,19,7,1,0,3,16,9
32,170,1,1,6,0,3,0,8.67702097919239,123,40069.08634826667,55,19.693348744087025,2,1,18,30,0,1,4,12,10
6,136,0,0,3,0,20,1,7.076205857405354,254,984321.9788140412,158,77.72955758390735,1,4,13,9,0,0,4,3,4
32,268,0,1,2,0,16,6,1.062138275884562,477,383481.12257504254,29,83.20947360831148,2,0,14,7,1,0,5,13,10
4,59,1,1,8,0,2,0,7.75877254469693,114,152228.2139168668,154,36.12663884059896,2,3,24,9,0,1,5,9,1
11,135,1,1,10,1,10,0,8.07957328109019,20,666708.8553964568,154,21.336306803297123,1,1,16,20,1,1,0,9,7
17,292,1,0,7,1,3,0,7.677646177143377,16,284288.28909545933,37,38.50506792036167,2,7,18,10,0,0,4,9,8
38,270,1,0,0,0,11,7,1.1396588711924116,145,585778.2709310476,115,73.96079690001372,2,3,26,30,1,0,0,11,6
24,166,1,1,6,0,11,3,6.439079570677647,208,586767.9078445912,158,41.76390058687027,1,4,18,26,1,1,3,1,8
5,91,1,0,8,1,13,3,8.343247957493986,19,445729.82090286916,3,73.66518752247879,2,10,16,4,1,1,2,8,3
34,59,0,1,7,1,7,1,5.773534012196677,376,836118.6155450427,122,11.356454097753765,2,3,17,6,0,1,0,4,6
6,292,1,1,7,1,17,10,6.46407375228089,392,264967.06155544304,43,80.60117104884844,2,4,7,24,0,1,5,7,4
22,182,0,0,5,1,2,10,4.5836347942630615,166,448632.5916177342,7,25.32074816423574,2,4,12,14,1,1,1,20,4
11,12,1,1,10,0,12,10,5.287073198840526,38,537692.1285909715,125,24.89289877145937,1,4,2,9,1,1,2,13,2
48,251,1,0,3,1,10,0,0.34376858351725215,181,663624.7207672996,49,59.03809652038608,2,10,10,1,1,0,3,6,8
16,259,0,0,7,1,18,9,6.389630219732846,349,783971.8505055895,121,7.0118045746989655,2,2,5,17,1,1,5,6,9
33,58,0,1,2,0,11,8,0.8144721289115919,105,394807.28287825605,73,2.6297726684668565,1,6,21,13,1,1,2,8,4
9,253,0,0,8,1,16,6,4.350145943402234,100,646046.944096596,41,26.102866529344926,1,2,3,24,1,1,5,2,5
6,243,0,0,1,1,17,3,2.9265509766740783,90,150610.95306851913,106,53.80675507348227,2,1,19,27,0,1,0,13,2
16,233,1,1,1,0,19,5,5.454279502117131,415,932648.1005424786,77,90.76163862252272,1,2,13,7,0,0,5,16,9
29,71,0,1,6,0,18,1,1.3341633552320709,300,383058.80642100354,127,84.64351763073068,1,10,12,9,0,0,3,17,6
3,55,1,0,9,0,3,6,6.916434019733182,444,729521.4219764385,91,49.04464599209754,1,2,3,11,0,0,1,11,8
20,101,0,0,3,1,16,1,7.9501153692847035,332,20341.08188217765,155,3.705199369349277,1,7,6,3,1,0,0,13,8
36,96,1,1,9,1,6,9,1.633544497431565,401,205187.142904807,8,53.52527346293091,1,3,14,26,1,1,0,12,9
19,268,1,0,7,0,12,7,1.0431308735188216,79,487082.544323578,32,70.47955999252954,1,2,4,12,1,0,3,13,9
26,295,1,0,8,0,11,7,1.4551548278735915,73,878252.4677323465,64,33.91645325250337,1,9,13,21,0,1,3,8,4
3,100,1,0,6,1,15,0,8.771275618985017,423,527255.1499506772,138,11.10633032816547,1,4,19,3,0,1,2,18,6
19,92,1,0,4,0,15,7,5.281892617563562,426,929870.482293879,13,27.85679532056594,1,3,18,15,1,0,1,1,2
20,82,1,0,7,0,16,1,4.672609960075026,176,483796.89658279635,93,77.1588864467814,2,8,29,21,0,0,5,10,5
32,292,0,0,3,0,10,5,1.0671181910235428,396,490449.0967359499,163,35.12438322833283,2,7,3,10,0,1,2,16,7
7,124,1,0,1,1,12,0,6.495560067569618,96,119746.78850053188,61,81.19814906857101,2,10,20,1,1,0,5,1,7
41,169,0,1,10,1,13,4,8.6799959189509,345,802656.2441522198,8,31.952145180747582,2,6,6,14,1,0,5,18,1
33,186,0,1,5,1,4,10,8.281858693234529,103,246965.4124670625,29,16.355503841381815,2,7,16,27,1,1,5,6,5
40,227,1,1,8,1,7,6,6.2605470898080124,402,899612.4893723151,95,43.58483595136082,1,4,20,20,0,1,2,17,6
39,11,0,1,0,1,2,9,0.7527871665167363,463,910824.2203303961,41,45.22745122891389,1,3,24,6,1,1,0,12,6
18,267,1,1,10,1,15,0,1.1239702717601296,224,943310.1118741496,158,1.6108218549336972,2,6,3,2,1,1,3,4,2
40,165,0,0,9,0,8,1,0.49308987109824676,6,520230.48910309,149,11.704507270632615,2,0,12,29,1,1,0,17,8
1,155,1,0,6,1,7,6,2.574792164924693,122,677093.7847836444,11,18.492601877281743,1,5,19,23,0,0,1,15,1
11,89,0,0,9,1,15,5,1.3566146716037775,236,778515.8800616635,2,11.358731737867489,2,7,19,8,0,1,2,14,10
28,151,1,0,8,0,14,2,2.600480402524339,427,131014.61865046559,178,34.15260754213638,1,6,24,1,1,1,1,7,2
25,116,1,1,9,1,8,9,3.850580557189617,116,600957.1949974973,169,96.4622855617018,2,1,4,29,1,1,3,14,10
50,40,1,0,8,1,12,1,9.429827840711356,163,34297.90130331167,131,50.922253832707796,1,6,1,4,0,0,3,0,1
23,289,1,0,9,0,13,9,6.103760597816921,226,497566.0833887259,80,62.75560238706465,2,5,2,27,0,1,4,16,10
31,192,0,1,10,0,11,3,8.349737856829623,230,154842.6816202274,179,35.63864785230282,1,4,13,4,1,1,1,14,8
30,86,1,0,2,0,17,2,7.103515007123322,182,182922.9259620847,87,32.34877616431461,2,3,30,29,0,0,0,13,3
42,6,0,0,10,1,17,6,1.1250313052663174,249,365047.56669260154,153,2.3146771915008357,2,0,26,5,1,1,1,13,1
35,201,0,1,4,0,4,7,7.359204063739488,318,432437.166716503,158,50.03336556760224,1,1,29,30,1,1,2,9,2
7,15,0,0,7,1,8,1,2.7509888155912443,453,623172.4245321873,106,48.36090067516663,1,6,13,28,0,1,3,1,3
16,238,1,0,7,1,5,9,6.391078469947064,210,74428.41843851567,139,15.783072618112303,2,9,30,28,1,0,3,5,9
26,199,0,0,3,1,16,6,3.4096197364298853,144,503691.76123744465,17,76.43240002067037,2,2,2,20,1,0,1,16,5
48,123,0,0,10,1,4,7,9.976722632646592,392,182625.13025310112,154,49.267433031100296,1,4,30,9,0,1,1,4,4
49,24,0,0,10,0,15,5,2.6355147949677784,345,573975.1750317418,23,33.89939701615733,1,7,19,23,1,1,5,4,2
2,265,1,1,0,0,12,5,2.7913047077426967,96,637404.6122611834,180,14.690890902292697,1,7,22,13,0,1,1,14,9
1,297,1,1,0,1,5,9,9.306722555623983,382,556709.2565528539,48,55.21608269710124,2,5,24,18,1,0,5,14,7
48,260,0,1,3,0,16,0,0.2464440463632267,346,738295.5104783076,20,75.28170260888098,2,4,16,17,1,0,2,19,7
12,226,1,1,5,1,14,3,6.966889878731969,244,335609.2442409013,2,28.199935268497168,1,1,12,25,0,0,2,10,6
5,230,1,1,7,1,10,0,7.2532639073587815,86,765106.5916331309,88,21.879435157672255,2,8,1,1,0,0,0,4,2
37,57,0,1,5,1,7,3,8.363785774103993,415,432767.08170819364,31,52.1934964064577,2,0,9,22,0,0,1,0,0
32,284,0,0,8,0,13,1,9.744393106384754,491,484184.4983225968,155,15.534330251001693,1,10,17,15,0,0,0,10,4
9,85,1,1,8,1,20,10,9.756019191566525,394,648102.1272610715,130,66.6613386594285,2,1,10,2,0,1,4,10,0
41,206,0,1,1,1,5,4,0.6527675756646389,184,18358.38399922396,78,60.534362794423046,1,0,18,16,0,0,2,5,5
35,162,1,0,9,0,3,9,8.218393227529026,121,653994.2214202483,4,8.708204959142861,1,3,19,20,1,1,3,7,10
19,124,1,0,0,0,15,8,6.463099336573813,332,618585.1490721154,141,3.652037938137387,2,3,7,22,0,0,5,1,6
48,63,1,1,1,0,4,10,6.473421343730912,92,309847.11675327993,163,62.02886525885849,2,4,25,5,1,1,4,14,4
16,219,1,0,4,0,15,9,1.283499266146948,70,85794.28489948949,128,29.42937739887408,1,4,19,27,0,0,3,8,3
3,132,1,1,3,1,14,2,6.501871664456534,404,90935.44991304114,134,8.644575317339854,1,7,24,22,1,1,4,14,1
20,228,1,0,3,0,20,7,9.824825806012479,133,923223.7469852286,31,75.94287049564865,1,10,15,19,1,1,0,7,4
24,213,0,1,8,1,19,2,9.11818569539447,279,689279.3212258371,138,31.40440030176441,2,10,9,5,0,1,0,15,8
33,119,0,0,10,0,13,5,4.391306608048505,137,127102.6137707404,21,45.959954963822355,1,2,10,2,1,0,5,13,3
24,213,1,0,7,0,10,3,0.3994797328609434,314,356723.16930890636,23,23.681292745376926,1,5,23,7,1,0,2,14,1
11,18,1,1,5,0,5,7,3.6229349000020483,187,592482.9939015964,131,62.731707835796456,1,2,20,3,1,0,5,19,5
49,13,1,1,0,0,20,10,8.263903116005553,221,835571.7050906487,160,30.148841535435945,1,1,20,17,0,1,3,12,7
8,44,0,1,1,0,20,5,7.0149910146516605,464,43660.92871300853,148,96.80209612276283,2,7,4,30,0,1,4,8,1
36,241,1,1,5,0,6,7,4.593436555939564,438,236633.13147000887,29,70.29475486169065,2,0,6,24,1,1,5,0,8
38,285,0,1,10,1,4,0,0.5510153515883109,46,889748.99029538,105,13.672227637346579,1,8,4,24,0,0,1,5,6
40,205,1,0,1,0,2,5,4.268947278233027,278,9165.550183816484,52,41.66948396734668,2,10,5,3,0,0,1,7,1
20,250,1,1,9,0,16,0,4.690249397178835,192,201399.1027938874,115,38.54210997298786,2,6,9,13,1,1,2,19,10
35,282,0,1,4,0,18,0,9.28555532894136,8,959024.175972966,174,53.42471107203831,2,9,12,7,1,0,5,17,4
48,239,0,0,4,0,5,7,6.410861035821594,379,613401.8465221712,162,84.19306744792533,1,10,23,25,0,0,3,17,4
25,8,1,0,5,1,4,6,3.116529166546489,276,261671.36663750646,101,58.34220151830017,2,3,8,24,0,0,1,16,6
35,158,1,1,5,0,13,2,5.253182644507214,179,66991.09439584761,84,6.155667759999927,2,2,21,3,0,0,2,20,4
25,33,1,0,5,0,19,5,0.6605530782216007,334,28191.34044722216,61,65.5415696802855,1,5,5,15,1,1,5,15,10
29,113,0,0,1,0,2,8,9.725682356497368,39,244745.07963692726,125,0.8265297945858396,1,8,29,29,0,0,2,12,5
18,102,0,1,9,0,13,6,3.60059901930726,293,881485.8195889104,71,77.9960460540393,2,8,11,18,0,0,3,3,8
46,219,0,0,2,1,11,2,4.7786735491313586,178,415913.65429750946,70,66.6636072411242,2,3,23,29,0,1,1,3,2
18,297,0,0,5,0,4,5,3.552839742369226,162,720333.369165993,139,30.8785658352586,1,9,11,10,1,1,1,20,2
2,79,0,1,7,1,20,10,6.825117301162002,331,918285.0353799578,108,29.244180458951575,1,4,13,23,1,0,1,13,7
35,150,0,1,10,0,20,3,6.62232158329593,374,408040.4616028166,21,79.82729965463055,1,10,14,7,1,0,0,4,9
16,132,1,0,0,1,15,2,7.153223105291357,104,191277.37103739707,131,78.33366919246205,1,8,28,9,0,0,1,15,5
41,46,1,0,0,1,4,8,2.6814322961192083,161,517117.9308569195,82,35.230235437675994,2,1,8,5,0,0,4,13,9
36,45,0,1,10,0,9,9,3.15668481164066,287,908083.6870598544,88,29.894772807978033,1,1,25,20,1,1,0,13,2
33,38,1,0,1,0,7,1,1.2525123109620795,123,804374.4141377006,111,55.982478888279,2,4,30,8,0,1,5,13,1
4,21,1,0,10,1,19,0,6.5550997184611255,54,65829.84336315378,10,0.836565998414418,2,0,18,14,0,1,0,13,1
33,169,0,0,5,1,19,1,0.3979712733565255,428,692572.8000775818,155,8.266703798654229,2,7,19,4,0,0,0,18,1
14,157,1,1,8,0,6,6,5.976823355234591,34,571897.5224589538,12,12.616959014873675,1,4,12,20,1,0,0,2,4
21,80,0,0,3,1,6,9,8.696958848516338,242,907463.1763464254,7,18.54118178271742,1,9,12,28,0,1,2,16,4
48,91,0,0,2,1,20,0,8.908321482896335,455,122481.41685029723,145,51.20181266754691,2,1,18,14,0,0,4,13,0
20,121,1,1,7,1,15,5,4.490377603699617,378,534036.1132046566,114,99.2241914861122,2,8,10,12,1,1,3,9,1
8,31,0,0,10,0,15,6,4.593036882130738,113,879462.6935118923,26,65.26134017473535,2,1,7,2,0,1,1,12,1
7,291,0,0,9,1,20,8,0.7696918300801736,318,410023.786741743,15,6.129879444922359,2,6,28,13,1,1,0,3,3
3,138,0,1,8,1,9,7,6.707650254430357,23,481994.91773286706,33,52.55793740622418,2,7,18,1,0,1,3,10,6
17,223,0,1,10,1,4,5,8.212594203728456,46,70460.67766695829,62,49.66452123895044,1,5,12,20,1,1,2,14,2
33,172,0,1,4,0,18,2,2.4465505460471304,312,278143.6404489108,47,14.41678158180495,1,10,14,7,1,1,3,14,4
48,102,0,1,8,0,18,7,4.213008816333646,135,324506.64916894736,95,92.02723688024076,1,6,15,28,0,1,0,1,10
12,272,0,0,1,1,5,6,8.388393367652704,118,945122.4487448869,35,44.076524767536895,2,10,16,25,0,0,5,10,8
22,241,0,0,2,0,20,2,8.77120467662288,473,282667.36054115905,76,99.45591406097397,2,0,2,9,1,1,4,1,4
22,177,1,1,6,1,11,8,2.431799802642259,189,460868.735269652,123,42.00722952521643,1,3,30,28,0,1,3,4,8
46,194,1,1,6,0,5,1,5.505706345413643,131,671304.4235642798,83,60.795770268360926,1,6,30,26,1,0,0,12,0
30,126,1,0,5,0,4,2,1.9249315063582706,422,162183.37240787738,25,10.476253645144007,2,0,18,17,0,1,0,0,8
38,50,0,1,5,1,12,1,1.0187876413955654,212,486442.38714187447,57,45.42278238068692,1,0,12,21,0,0,1,6,4
38,68,0,0,1,0,2,0,9.111205013919575,418,738539.0394759076,32,23.87658940039733,1,10,16,23,0,1,5,6,7
45,134,1,1,9,0,13,3,8.205075042321091,113,866855.2130270661,63,83.5564798571235,1,5,13,13,0,0,1,9,4
8,197,1,0,5,0,10,4,7.600349018031739,44,626259.2746624267,12,78.39195848675399,2,3,20,23,1,0,5,5,5
27,185,1,1,3,1,9,5,0.4876631881314042,128,669053.515316948,63,82.41799996253584,2,2,17,10,1,0,4,19,7
27,296,0,1,2,0,10,4,8.437287927102574,364,126283.47258456895,77,72.36094377579514,1,4,18,16,0,1,1,11,1
34,286,1,0,10,0,7,0,4.380440759053838,158,945776.4972463471,92,83.26832236200512,2,8,3,6,0,0,4,12,2
21,33,1,1,1,1,4,2,3.423951232958596,273,132574.07748448235,1,20.082875017492086,1,9,23,16,0,1,2,10,10
30,153,0,0,0,0,19,0,5.4647636102537644,315,774672.9371817983,179,45.20437765798017,1,9,10,11,0,1,2,17,8
33,271,1,0,10,0,10,10,0.9135324272355583,394,264816.32177831884,70,69.18468799459681,2,10,1,26,0,1,5,1,4
28,300,0,0,10,0,3,4,7.566465493523989,355,933593.1437012516,136,63.73924979351349,2,9,6,20,1,1,5,15,4
47,15,0,0,4,0,19,4,5.824350768882959,340,719959.5393694795,133,71.63544828740869,2,2,3,3,1,1,1,1,8
33,168,0,0,1,0,2,10,1.8659009687316752,402,753813.712978369,86,22.42583831512317,1,4,19,28,0,1,2,18,9
5,117,1,1,1,1,20,5,1.882321997690456,45,219059.17305988332,39,9.843470904498975,1,9,4,29,1,1,3,5,2
48,191,1,1,6,1,10,7,1.8424865157267423,108,443039.9766351608,23,91.68065780747764,1,4,29,9,1,0,3,0,3
19,299,0,0,7,0,2,9,0.5700238755193399,219,617813.1945892865,68,56.01718955673584,2,8,20,15,0,1,3,10,6
4,236,1,1,9,0,2,0,5.877984493716848,443,769973.6182066009,180,15.382592450741095,1,10,23,28,1,1,2,17,1
35,231,1,0,7,0,17,3,8.403481775885082,318,103959.37591238957,4,79.34365818873616,1,9,3,13,1,0,3,9,7
49,102,1,1,3,1,16,9,0.174982139873886,315,962365.3164545284,126,91.49299366292826,1,10,8,10,1,1,4,17,4
17,59,1,1,0,1,16,10,0.4900464497127355,177,890220.670554556,175,16.956351857110906,1,3,8,20,1,0,0,0,0
44,115,0,1,10,0,14,0,5.727702766869458,228,270348.59049558436,21,81.74124552691106,2,0,27,24,0,0,5,18,2
28,156,1,1,6,0,7,8,8.194956853860523,191,822760.2430323319,105,93.32250613191283,2,9,29,13,1,1,1,15,8
30,250,0,0,0,1,11,10,3.267388905686336,471,518323.9230398234,66,93.83616002960173,2,4,7,17,1,1,4,6,4
29,73,0,0,10,0,1,6,3.496143988077222,160,461806.4815620186,7,91.41564616535011,1,0,2,7,1,0,3,14,7
46,293,1,1,3,1,11,6,5.963464974967759,394,314434.1058114054,49,54.64210123601028,1,5,21,28,0,1,0,0,0
6,254,0,1,7,1,4,4,2.74212889124147,267,580968.5866315925,16,35.621131725386924,1,9,6,6,1,0,1,20,6
35,40,1,0,1,0,7,6,0.2660836607768413,358,729889.1177035978,145,0.7272807694009287,2,9,28,13,1,0,4,8,6
41,243,1,1,5,1,15,1,7.352285181015961,326,410932.90496275824,84,6.091222687152708,2,6,16,28,1,1,1,1,7
37,152,0,0,5,0,18,3,6.256499129414531,379,629219.1930082921,87,42.88390152973906,2,0,10,17,0,0,5,16,2
24,231,0,0,8,0,12,6,5.807559990556591,489,699312.9211553037,98,39.93261463915103,2,9,4,15,0,1,2,9,0
29,248,0,0,4,0,17,2,7.416841289918231,190,711121.8170152858,75,18.47139095698832,2,3,13,4,0,1,3,5,10
49,205,0,1,9,0,1,1,6.752308375620375,175,51966.098131180246,34,39.54800280316568,1,8,10,28,0,0,4,4,8
46,158,1,0,3,0,11,9,2.0588198817832115,290,859747.805685067,161,17.46500654553681,2,0,21,15,0,0,4,7,0
31,77,1,1,4,0,1,1,3.524810469433511,484,458253.3147650479,26,84.87912527758405,2,8,14,14,1,1,0,7,10
35,205,1,0,9,1,15,0,1.26110141678625,357,262416.08169621445,66,29.819487787559883,2,7,9,21,0,1,0,4,5
33,300,0,1,10,1,10,4,1.2985701341788103,145,241764.50747968158,125,59.856435015830996,1,4,11,11,1,1,0,11,8
21,21,0,1,4,1,7,5,6.761957463565392,232,483014.11284395045,63,50.28430619990868,2,5,23,24,0,0,1,6,1
32,133,0,1,7,1,2,5,8.586001069824983,360,886831.5394689592,87,5.188207759399221,2,6,18,4,0,1,3,12,3
23,221,1,0,9,0,10,8,9.627325838611391,438,378347.58168264694,41,94.22337194911663,2,3,11,3,0,0,1,12,1
33,65,0,0,7,1,4,3,6.283471175494444,204,749725.7467835433,98,52.72259782504833,1,5,17,2,1,0,3,16,3
3,108,1,1,1,1,12,0,1.8410132336095697,213,96818.7309872186,124,32.50576433918153,1,6,2,20,1,0,4,3,1
18,46,0,1,6,1,19,5,1.056503454489307,40,476056.7021510618,79,15.812656963306825,2,10,3,27,1,1,1,17,0
25,29,1,1,7,0,11,4,8.128509715367578,275,991686.1403927356,10,33.852663472683574,2,5,11,10,0,0,1,9,10
42,43,1,0,10,1,8,9,5.787564763599993,323,770437.802792337,15,2.05116030233895,2,10,18,30,0,1,1,2,2
31,295,0,0,5,0,18,5,6.1828502101371985,82,210528.488440613,42,36.35581553482977,2,5,27,13,0,0,2,11,7
3,135,0,0,4,1,11,2,7.814620887547092,181,501441.4736979107,93,53.14859273045048,1,1,3,20,0,1,5,0,4
40,233,1,0,10,0,11,1,7.032772277324516,499,233624.76364856656,17,87.18662458509448,2,4,26,29,0,1,3,10,3
46,112,1,1,8,0,13,5,8.344582528560966,320,409560.92726250924,9,68.73744176977976,1,2,15,26,0,0,3,17,4
24,176,0,1,2,1,3,0,0.5621390545987848,83,780084.0237349648,114,11.15823131332414,2,6,11,21,1,1,1,12,5
50,106,0,0,9,0,12,6,7.475206367465049,303,771224.8152904037,36,14.77463244379611,1,3,11,29,1,0,2,16,5
32,16,1,0,3,0,3,6,8.508527573220954,262,228100.37790238514,36,42.812336781837466,1,0,28,23,0,0,1,7,4
47,279,0,1,8,1,10,9,2.8613504245831436,272,922223.3181548602,48,19.570775163878785,2,5,30,25,1,0,3,19,10
22,105,1,0,5,1,17,6,6.404472739932529,200,592568.1827648268,51,2.7849777582755753,1,5,28,18,1,0,5,18,5
23,48,1,0,7,1,2,10,3.141620638369721,240,379924.2909620145,97,80.50148801180703,2,6,25,21,1,0,5,16,8
2,21,0,0,6,0,17,9,9.57971066482454,402,501935.5807808606,119,1.9522570697994124,1,10,20,16,0,0,4,1,4
27,61,0,0,10,0,16,0,0.33423572435503757,180,605071.2534377438,95,83.06896051980141,1,7,28,11,0,0,2,2,5
42,16,0,0,1,0,2,3,5.79792843832955,432,559890.5318457854,70,14.410396303296602,2,2,25,10,0,1,5,2,3
2,84,0,0,2,1,20,6,1.6650354704951509,171,486405.0355361782,74,97.46784108071161,2,5,11,9,0,0,2,5,2
26,220,0,1,0,0,6,10,7.122202051771587,295,504932.8040894001,80,60.38739118261901,1,9,19,12,1,0,1,9,5
17,268,1,0,8,0,10,8,1.7589028341866209,177,176411.91042788618,68,73.49829716298954,1,1,28,30,0,1,4,17,10
40,153,1,0,6,0,10,4,2.3538326189835757,369,812732.9043046794,150,11.048362796806488,2,8,1,29,0,1,3,17,10
33,85,0,1,0,0,8,1,4.943708110457581,396,541760.3199410153,77,86.21040734514801,2,1,27,19,0,0,5,13,4
9,219,0,1,2,0,1,6,9.14834949996878,237,131079.8617047031,116,83.91923428715384,2,2,5,1,1,0,5,15,3
43,202,0,1,3,0,13,9,2.1171437214797084,138,766157.1015827779,6,65.29927315417177,1,9,10,18,1,0,0,6,4
48,204,1,0,3,0,9,0,1.4424002111810352,327,932443.9783773508,154,50.22748645953874,2,1,10,14,1,1,3,0,6
39,29,0,1,4,1,10,6,7.589768318540306,366,947306.8992369621,75,72.14891731316725,2,8,14,22,1,0,5,16,0
29,93,0,0,2,1,15,5,5.00619532333931,311,369017.73241117276,88,0.5928215336878151,1,0,2,21,1,1,5,4,0
42,272,1,0,2,1,5,6,9.117851123817713,129,135516.87356075403,3,59.244075539845944,2,4,4,1,0,0,3,0,10
26,147,1,0,0,0,16,9,1.4661455715984228,49,518399.62663306517,52,84.74061349292366,2,0,2,17,1,0,4,20,0
35,63,0,1,6,0,13,2,6.4592789302303935,164,112609.22934922068,74,35.68998871747549,2,4,18,11,1,1,2,16,1
50,30,0,1,10,1,20,2,2.3287914615181506,277,933987.4185126172,125,10.828935648291683,2,7,13,20,0,0,3,9,8
25,51,0,1,9,0,18,6,1.567604286516393,293,183579.627355146,65,42.087724974320615,1,7,19,28,0,0,2,11,4
24,292,1,1,0,1,11,1,6.834294151572705,116,252765.85995116408,52,72.7104449058507,2,10,5,15,0,0,4,19,8
13,270,0,1,1,0,9,0,5.9368461990873325,24,406636.52688497043,76,10.730121037067253,2,7,20,4,1,1,4,1,4
7,20,0,0,3,0,16,8,7.5482745836233125,311,383164.4685591258,142,20.604856021289,2,1,2,15,0,0,1,15,6
36,203,0,0,3,1,2,8,3.0946257644618234,25,794662.892397889,89,14.755184682869993,2,7,11,22,1,0,0,14,5
45,286,1,0,4,1,2,6,4.479716563821899,391,456316.82055096235,72,79.69477555752249,2,4,30,22,0,1,4,12,1
20,90,1,0,10,1,12,6,4.054716763304185,127,170768.26000333688,68,6.2892622452486835,2,0,30,26,1,1,4,17,2
1,254,0,1,1,1,8,2,9.840894639665143,234,267209.8954860741,156,68.6586502114433,1,6,26,14,1,0,2,19,4
8,274,0,1,3,1,9,9,2.922489567393879,209,509113.38518752204,138,36.64569207531913,1,5,18,22,1,0,4,13,3
46,121,1,0,0,0,12,1,2.9481723834676687,93,147453.9174261349,115,75.57912428853022,1,4,30,1,1,1,3,17,10
16,11,1,1,1,0,9,10,3.545482088286074,94,611655.675646014,57,96.43834187840376,2,0,6,26,0,0,1,1,5
14,141,1,1,0,0,10,6,5.645940812903215,327,565747.3065511459,66,11.45452995864823,2,0,23,9,0,0,1,1,7
12,180,1,0,9,1,2,8,2.5232274426374524,225,714702.3163822576,90,31.438504106745846,2,5,28,27,1,1,3,2,7
23,219,1,0,9,1,16,0,9.15289940379274,455,937704.6153793677,50,81.0125427718857,1,9,10,7,0,0,5,4,2
15,86,1,1,3,1,20,3,2.656855648662635,378,912254.5611011557,14,26.61583860511765,2,6,22,23,1,0,4,15,3
28,227,1,1,3,1,7,5,8.958157315601946,280,946075.6180688314,16,21.51205970460409,1,9,23,11,0,1,0,14,0
34,107,1,0,6,1,2,6,1.0347506364658465,11,244715.59702370095,171,82.53779778689717,2,9,17,23,0,0,4,11,1
2,277,1,0,9,1,1,9,6.565627023996523,329,131565.30663935462,42,98.70823640059703,2,0,22,2,1,0,1,8,8
32,18,0,0,10,0,19,6,9.069855184382437,12,302276.7004964485,110,55.68805901479658,1,8,11,2,1,0,0,13,9
23,163,0,1,10,0,4,9,1.6874943839822953,35,895085.1727663146,22,27.804874833333926,1,3,19,6,0,1,5,20,9
22,156,0,0,8,0,2,1,9.68326960099255,447,972053.4746234883,68,39.856596160005395,1,4,17,23,1,0,2,15,1
25,112,1,0,8,0,14,3,4.528833604155117,452,859324.951070476,19,17.0130327383609,1,1,24,19,0,1,2,10,5
22,192,0,1,4,0,2,4,9.457151084410246,228,110017.7211275436,66,76.18872788907525,1,9,4,29,0,1,4,5,6
22,102,1,1,9,1,15,0,6.76820043630047,220,947427.9980597931,167,77.34740178227679,1,7,26,20,0,0,4,9,5
49,135,1,1,0,1,12,0,3.0158686987355154,441,423358.02735078597,73,87.51209923824945,2,1,24,14,1,1,0,7,7
42,297,0,1,0,1,5,9,1.8830252491710642,141,9310.29076235368,147,2.6602563596563877,1,2,26,28,1,0,0,15,8
6,175,1,1,5,1,20,2,3.037350462250994,23,442393.7407481936,144,56.19813416263793,2,8,14,3,0,0,5,2,7
15,187,0,0,1,1,7,9,0.9301740926267499,83,46069.169675467594,54,21.42554343431844,2,1,27,7,1,0,4,1,4
43,43,0,0,7,1,10,2,1.4386796634332977,490,543877.9211611175,153,34.08830154923571,2,5,20,7,1,1,1,15,7
37,19,0,1,8,0,14,7,1.0466044034648114,229,338554.0274370513,112,78.49556152865075,2,3,4,4,0,0,2,18,9
33,8,1,1,3,1,14,8,4.229435437415577,423,473434.9335940488,18,19.203365236149615,2,6,28,29,1,0,5,8,9
8,214,0,1,4,1,5,10,7.955783762575864,344,613170.360743117,151,63.83417505810897,1,5,14,23,1,0,0,15,8
